0 128 128 0
139 142 142 0
139 143 142 0
140 142 141 0
140 143 141 0
141 142 142 0
140 141 141 0
141 141 141 0
137 141 141 0
137 141 141 0
138 141 141 0
138 141 141 0
138 141 141 0
137 141 141 0
138 140 141 0
140 140 142 0
139 140 142 0
139 140 142 0
140 139 142 0
140 140 142 0
141 139 142 0
139 140 142 0
139 140 142 0
138 141 142 0
139 142 142 0
138 143 141 0
138 143 142 0
138 143 142 0
138 143 142 0
137 143 142 0
137 143 142 0
137 143 142 0
137 143 142 0
136 143 142 0
136 143 142 0
137 143 142 0
138 143 141 0
140 142 142 0
138 142 141 0
136 142 142 0
134 142 141 0
135 141 141 0
135 141 141 0
136 142 141 0
136 142 141 0
136 142 141 0
137 141 141 0
137 141 141 0
187 143 148 0
184 142 148 0
181 142 148 0
176 142 149 0
174 142 149 0
172 142 149 0
171 143 149 0
170 143 148 0
169 145 147 0
165 145 147 0
164 145 147 0
163 145 147 0
162 145 148 0
160 145 147 0
159 146 147 0
158 147 146 0
157 147 147 0
153 147 146 0
150 147 146 0
167 145 146 0
168 145 146 0
170 145 146 0
183 143 146 0
183 144 146 0
181 144 146 0
180 145 146 0
187 144 146 0
186 145 146 0
184 145 146 0
186 144 146 0
187 144 146 0
188 144 146 0
187 144 146 0
186 144 145 0
186 144 146 0
187 143 146 0
188 143 146 0
189 144 147 0
189 144 147 0
190 143 146 0
187 144 146 0
188 143 146 0
188 143 146 0
182 143 145 0
182 144 145 0
182 144 145 0
140 121 144 255
124 121 144 255
68 121 144 255
80 122 142 255
104 126 139 255
96 126 140 255
82 127 140 255
68 126 141 255
72 126 141 255
107 127 140 255
132 127 140 255
144 126 140 255
140 125 142 255
131 125 142 255
117 125 143 255
113 123 144 255
113 121 145 255
119 121 145 255
131 121 145 255
145 120 146 255
149 120 145 255
147 119 146 255
139 119 147 255
134 118 148 255
133 119 147 255
142 119 147 255
145 119 147 255
142 120 145 255
132 119 146 255
135 120 145 255
143 121 145 255
141 121 145 255
130 121 145 255
112 121 144 255
96 121 145 255
86 121 146 255
87 122 145 255
88 121 146 255
93 121 146 255
107 122 146 255
127 122 145 255
150 121 145 255
163 121 146 255
166 121 146 255
163 121 146 255
155 122 146 255
152 121 146 255
147 121 146 255
143 121 146 255
140 121 145 255
135 122 145 255
119 122 145 255
109 123 144 255
98 123 144 255
105 124 142 255
129 124 141 255
150 124 141 255
160 123 142 255
159 125 140 255
157 124 141 255
146 124 141 255
127 124 142 255
127 124 142 255
0 128 128 0
139 142 142 0
139 143 142 0
140 142 141 0
140 143 141 0
141 142 142 0
140 141 141 0
141 141 141 0
137 141 141 0
137 141 141 0
138 141 141 0
138 141 141 0
138 141 141 0
137 141 141 0
138 140 141 0
140 140 142 0
139 140 142 0
139 140 142 0
140 139 142 0
140 140 142 0
141 139 142 0
139 140 142 0
139 140 142 0
138 141 142 0
139 142 142 0
138 143 141 0
138 143 142 0
138 143 142 0
138 143 142 0
137 143 142 0
137 143 142 0
137 143 142 0
137 143 142 0
136 143 142 0
136 143 142 0
137 143 142 0
138 143 141 0
140 142 142 0
138 142 141 0
136 142 142 0
134 142 141 0
135 141 141 0
135 141 141 0
136 142 141 0
136 142 141 0
136 142 141 0
137 141 141 0
137 141 141 0
187 143 148 0
184 142 148 0
181 142 148 0
176 142 149 0
174 142 149 0
172 142 149 0
171 143 149 0
170 143 148 0
169 145 147 0
165 145 147 0
164 145 147 0
163 145 147 0
162 145 148 0
160 145 147 0
159 146 147 0
158 147 146 0
157 147 147 0
153 147 146 0
150 147 146 0
167 145 146 0
168 145 146 0
170 145 146 0
183 143 146 0
183 144 146 0
181 144 146 0
180 145 146 0
187 144 146 0
186 145 146 0
184 145 146 0
186 144 146 0
187 144 146 0
188 144 146 0
187 144 146 0
186 144 145 0
186 144 146 0
187 143 146 0
188 143 146 0
189 144 147 0
189 144 147 0
190 143 146 0
187 144 146 0
188 143 146 0
188 143 146 0
182 143 145 0
182 144 145 0
182 144 145 0
165 145 145 0
161 146 145 0
166 145 145 0
179 145 144 0
178 145 144 0
177 145 144 0
177 145 144 0
178 145 144 0
178 145 143 0
167 146 144 0
139 150 147 0
138 149 147 0
141 150 148 0
164 149 147 0
174 148 148 0
178 146 148 0
160 137 144 0
144 138 143 0
123 140 145 0
114 142 145 0
109 143 145 0
113 144 145 0
125 144 143 0
139 144 141 0
139 144 141 0
140 121 144 255
124 121 144 255
68 121 144 255
80 122 142 255
104 126 139 255
96 126 140 255
82 127 140 255
68 126 141 255
72 126 141 255
107 127 140 255
132 127 140 255
144 126 140 255
140 125 142 255
131 125 142 255
117 125 143 255
113 123 144 255
113 121 145 255
119 121 145 255
131 121 145 255
145 120 146 255
149 120 145 255
147 119 146 255
139 119 147 255
134 118 148 255
133 119 147 255
142 119 147 255
145 119 147 255
142 120 145 255
132 119 146 255
135 120 145 255
143 121 145 255
141 121 145 255
130 121 145 255
112 121 144 255
96 121 145 255
86 121 146 255
87 122 145 255
88 121 146 255
93 121 146 255
107 122 146 255
127 122 145 255
150 121 145 255
163 121 146 255
166 121 146 255
163 121 146 255
155 122 146 255
152 121 146 255
147 121 146 255
143 121 146 255
140 121 145 255
135 122 145 255
119 122 145 255
109 123 144 255
98 123 144 255
105 124 142 255
129 124 141 255
150 124 141 255
160 123 142 255
159 125 140 255
157 124 141 255
146 124 141 255
127 124 142 255
127 124 142 255
168 126 141 255
171 127 142 255
164 127 142 255
159 126 143 255
154 126 143 255
123 126 144 255
123 126 144 255
135 125 145 255
142 125 144 255
147 125 144 255
143 125 144 255
142 125 144 255
144 124 145 255
137 123 146 255
119 123 147 255
113 123 148 255
116 123 148 255
133 122 148 255
134 122 148 255
124 123 149 255
101 123 150 255
80 122 151 255
61 122 152 255
77 122 150 255
99 121 148 255
123 122 146 255
132 121 145 255
116 121 145 255
86 121 145 255
85 122 144 255
84 122 145 255
99 122 145 255
126 121 145 255
131 122 146 255
131 122 146 255
128 122 147 255
126 123 147 255
129 123 147 255
140 123 147 255
140 123 147 255
107 124 143 255
114 124 144 255
119 122 144 255
122 120 144 255
154 120 144 255
175 119 146 255
162 119 146 255
141 118 148 255
120 117 150 255
110 117 150 255
109 118 150 255
121 118 150 255
135 118 149 255
145 118 150 255
141 118 149 255
131 118 149 255
131 118 149 255
